lang	file	word	wstart	wend	phone	int	pstart	pend
fin	fin-002-086	syød	0	1.02	ø	3	0.43	0.46
fin	fin-002-086	syød	0	1.02	d	4	0.46	1.02
fin	fin-002-087	tiŋin	0.15	0.71	t	2	0.15	0.19
fin	fin-002-087	tiŋin	0.15	0.71	i	3	0.19	0.31
fin	fin-002-087	tiŋin	0.15	0.71	ŋ	4	0.31	0.47
fin	fin-002-087	tiŋin	0.15	0.71	i	5	0.47	0.6
fin	fin-002-087	tiŋin	0.15	0.71	n	6	0.6	0.71
fin	fin-002-088	haŋan	0.11	0.76	h	2	0.11	0.21
fin	fin-002-088	haŋan	0.11	0.76	a	3	0.21	0.34
fin	fin-002-088	haŋan	0.11	0.76	ŋ	4	0.34	0.53
fin	fin-002-088	haŋan	0.11	0.76	a	5	0.53	0.65
fin	fin-002-088	haŋan	0.11	0.76	n	6	0.65	0.76
fin	fin-002-089	hoŋon	0.06	0.66	h	2	0.06	0.17
fin	fin-002-089	hoŋon	0.06	0.66	o	3	0.17	0.29
fin	fin-002-089	hoŋon	0.06	0.66	ŋ	4	0.29	0.46
fin	fin-002-089	hoŋon	0.06	0.66	o	5	0.46	0.56
fin	fin-002-089	hoŋon	0.06	0.66	n	6	0.56	0.66
fin	fin-002-091	akan	0.13	0.93	a	2	0.13	0.26
fin	fin-002-091	akan	0.13	0.93	k	3	0.26	0.38
fin	fin-002-091	akan	0.13	0.93	a	4	0.38	0.51
fin	fin-002-091	akan	0.13	0.93	n	5	0.51	0.93
fin	fin-002-093	myøs	0.14	0.72	m	2	0.14	0.22
fin	fin-002-093	myøs	0.14	0.72	y	3	0.22	0.41
fin	fin-002-093	myøs	0.14	0.72	ø	4	0.41	0.44
fin	fin-002-093	myøs	0.14	0.72	s	5	0.44	0.72
fin	fin-002-094	suomi	0	0.59	s	1	0	0.19
fin	fin-002-094	suomi	0	0.59	u	2	0.19	0.22
fin	fin-002-094	suomi	0	0.59	o	3	0.22	0.4
fin	fin-002-094	suomi	0	0.59	m	4	0.4	0.5
fin	fin-002-094	suomi	0	0.59	i	5	0.5	0.59
fin	fin-002-096	luːsːa	0	0.82	l	1	0	0.19
fin	fin-002-096	luːsːa	0	0.82	uː	2	0.19	0.39
fin	fin-002-096	luːsːa	0	0.82	sː	3	0.39	0.69
fin	fin-002-096	luːsːa	0	0.82	a	4	0.69	0.82
fin	fin-002-097	vilːe	0.13	0.65	v	2	0.13	0.25
fin	fin-002-097	vilːe	0.13	0.65	i	3	0.25	0.53
fin	fin-002-097	vilːe	0.13	0.65	lː	4	0.53	0.56
fin	fin-002-097	vilːe	0.13	0.65	e	5	0.56	0.65
fin	fin-002-098	pulːo	0.14	0.65	p	2	0.14	0.18
fin	fin-002-098	pulːo	0.14	0.65	u	3	0.18	0.22
fin	fin-002-098	pulːo	0.14	0.65	lː	4	0.22	0.25
fin	fin-002-098	pulːo	0.14	0.65	o	5	0.25	0.65
fin	fin-002-099	kulta	0.13	0.68	k	2	0.13	0.16
fin	fin-002-099	kulta	0.13	0.68	u	3	0.16	0.32
fin	fin-002-099	kulta	0.13	0.68	l	4	0.32	0.44
fin	fin-002-099	kulta	0.13	0.68	t	5	0.44	0.56
fin	fin-002-099	kulta	0.13	0.68	a	6	0.56	0.68
fin	fin-002-100	luen	0.12	0.44	l	2	0.12	0.21
fin	fin-002-100	luen	0.12	0.44	u	3	0.21	0.32
fin	fin-002-100	luen	0.12	0.44	e	4	0.32	0.35
fin	fin-002-100	luen	0.12	0.44	n	5	0.35	0.44
fin	fin-002-101	onkin	0	0.51	o	1	0	0.23
fin	fin-002-101	onkin	0	0.51	n	2	0.23	0.33
fin	fin-002-101	onkin	0	0.51	k	3	0.33	0.4
fin	fin-002-101	onkin	0	0.51	i	4	0.4	0.43
fin	fin-002-101	onkin	0	0.51	n	5	0.43	0.51
fin	fin-002-102	ompa	0	0.69	o	1	0	0.32
fin	fin-002-102	ompa	0	0.69	m	2	0.32	0.45
fin	fin-002-102	ompa	0	0.69	p	3	0.45	0.53
fin	fin-002-102	ompa	0	0.69	a	4	0.53	0.69
fin	fin-002-103	infinitiːvi	0.14	1.16	i	2	0.14	0.29
fin	fin-002-103	infinitiːvi	0.14	1.16	n	3	0.29	0.38
fin	fin-002-103	infinitiːvi	0.14	1.16	f	4	0.38	0.5
fin	fin-002-103	infinitiːvi	0.14	1.16	i	5	0.5	0.55
fin	fin-002-103	infinitiːvi	0.14	1.16	n	6	0.55	0.59
fin	fin-002-103	infinitiːvi	0.14	1.16	i	7	0.59	0.66
fin	fin-002-103	infinitiːvi	0.14	1.16	t	8	0.66	0.76
fin	fin-002-103	infinitiːvi	0.14	1.16	iː	9	0.76	0.96
fin	fin-002-103	infinitiːvi	0.14	1.16	v	10	0.96	1.01
fin	fin-002-103	infinitiːvi	0.14	1.16	i	11	1.01	1.16
fin	fin-002-104	talonvki	0.14	0.79	t	2	0.14	0.17
fin	fin-002-104	talonvki	0.14	0.79	a	3	0.17	0.24
fin	fin-002-104	talonvki	0.14	0.79	l	4	0.24	0.48
fin	fin-002-104	talonvki	0.14	0.79	o	5	0.48	0.54
fin	fin-002-104	talonvki	0.14	0.79	n	6	0.54	0.58
fin	fin-002-104	talonvki	0.14	0.79	v	7	0.58	0.65
fin	fin-002-104	talonvki	0.14	0.79	k	8	0.65	0.7
fin	fin-002-104	talonvki	0.14	0.79	i	9	0.7	0.79
fin	fin-002-105	jana	0.13	0.41	j	2	0.13	0.25
fin	fin-002-105	jana	0.13	0.41	a	3	0.25	0.31
fin	fin-002-105	jana	0.13	0.41	n	4	0.31	0.36
fin	fin-002-105	jana	0.13	0.41	a	5	0.36	0.41
fin	fin-002-107	raha	0.16	0.47	r	2	0.16	0.27
fin	fin-002-107	raha	0.16	0.47	a	3	0.27	0.33
fin	fin-002-107	raha	0.16	0.47	h	4	0.33	0.39
fin	fin-002-107	raha	0.16	0.47	a	5	0.39	0.47
fin	fin-002-109	pehme	0.12	0.59	p	2	0.12	0.15
fin	fin-002-109	pehme	0.12	0.59	e	3	0.15	0.26
fin	fin-002-109	pehme	0.12	0.59	h	4	0.26	0.39
fin	fin-002-109	pehme	0.12	0.59	m	5	0.39	0.47
fin	fin-002-109	pehme	0.12	0.59	e	6	0.47	0.59
fin	fin-002-112	tuhto	0.15	0.62	t	2	0.15	0.19
fin	fin-002-112	tuhto	0.15	0.62	u	3	0.19	0.29
fin	fin-002-112	tuhto	0.15	0.62	h	4	0.29	0.44
fin	fin-002-112	tuhto	0.15	0.62	t	5	0.44	0.59
fin	fin-002-112	tuhto	0.15	0.62	o	6	0.59	0.62
fin	fin-002-113	meidæn	0.12	0.74	m	2	0.12	0.23
fin	fin-002-113	meidæn	0.12	0.74	e	3	0.23	0.4
fin	fin-002-113	meidæn	0.12	0.74	i	4	0.4	0.43
fin	fin-002-113	meidæn	0.12	0.74	d	5	0.43	0.5
fin	fin-002-113	meidæn	0.12	0.74	æ	6	0.5	0.63
fin	fin-002-113	meidæn	0.12	0.74	n	7	0.63	0.74
fin	fin-002-115	hoŋko	0.09	0.93	h	2	0.09	0.17
fin	fin-002-115	hoŋko	0.09	0.93	o	3	0.17	0.26
fin	fin-002-115	hoŋko	0.09	0.93	ŋ	4	0.26	0.4
fin	fin-002-115	hoŋko	0.09	0.93	k	5	0.4	0.51
fin	fin-002-115	hoŋko	0.09	0.93	o	6	0.51	0.93
fin	fin-002-118	ruːan	0.12	0.58	r	2	0.12	0.22
fin	fin-002-118	ruːan	0.12	0.58	uː	3	0.22	0.4
fin	fin-002-118	ruːan	0.12	0.58	a	4	0.4	0.49
fin	fin-002-118	ruːan	0.12	0.58	n	5	0.49	0.58
fin	fin-002-120	kauhea	0.12	0.82	k	2	0.12	0.18
fin	fin-002-120	kauhea	0.12	0.82	a	3	0.18	0.33
fin	fin-002-120	kauhea	0.12	0.82	u	4	0.33	0.49
fin	fin-002-120	kauhea	0.12	0.82	h	5	0.49	0.55
fin	fin-002-120	kauhea	0.12	0.82	e	6	0.55	0.78
fin	fin-002-120	kauhea	0.12	0.82	a	7	0.78	0.82
fin	fin-002-121	taloa	0.14	0.61	t	2	0.14	0.18
fin	fin-002-121	taloa	0.14	0.61	a	3	0.18	0.3
fin	fin-002-121	taloa	0.14	0.61	l	4	0.3	0.38
fin	fin-002-121	taloa	0.14	0.61	o	5	0.38	0.58
fin	fin-002-121	taloa	0.14	0.61	a	6	0.58	0.61
fin	fin-002-122	tærkeæ	0.12	0.66	t	2	0.12	0.16
fin	fin-002-122	tærkeæ	0.12	0.66	æ	3	0.16	0.32
fin	fin-002-122	tærkeæ	0.12	0.66	r	4	0.32	0.47
fin	fin-002-122	tærkeæ	0.12	0.66	k	5	0.47	0.52
fin	fin-002-122	tærkeæ	0.12	0.66	e	6	0.52	0.62
fin	fin-002-122	tærkeæ	0.12	0.66	æ	7	0.62	0.66
fin	fin-002-124	katumatːomasta	0.13	1.22	k	2	0.13	0.18
fin	fin-002-124	katumatːomasta	0.13	1.22	a	3	0.18	0.27
fin	fin-002-124	katumatːomasta	0.13	1.22	t	4	0.27	0.35
fin	fin-002-124	katumatːomasta	0.13	1.22	u	5	0.35	0.46
fin	fin-002-124	katumatːomasta	0.13	1.22	m	6	0.46	0.5
fin	fin-002-124	katumatːomasta	0.13	1.22	a	7	0.5	0.57
fin	fin-002-124	katumatːomasta	0.13	1.22	tː	8	0.57	0.7
fin	fin-002-124	katumatːomasta	0.13	1.22	o	9	0.7	0.74
fin	fin-002-124	katumatːomasta	0.13	1.22	m	10	0.74	0.81
fin	fin-002-124	katumatːomasta	0.13	1.22	a	11	0.81	0.92
fin	fin-002-124	katumatːomasta	0.13	1.22	s	12	0.92	1.03
fin	fin-002-124	katumatːomasta	0.13	1.22	t	13	1.03	1.11
fin	fin-002-124	katumatːomasta	0.13	1.22	a	14	1.11	1.22
fin	fin-002-125	ravintolaːn	0.14	0.85	r	2	0.14	0.25
fin	fin-002-125	ravintolaːn	0.14	0.85	a	3	0.25	0.33
fin	fin-002-125	ravintolaːn	0.14	0.85	v	4	0.33	0.36
fin	fin-002-125	ravintolaːn	0.14	0.85	i	5	0.36	0.42
fin	fin-002-125	ravintolaːn	0.14	0.85	n	6	0.42	0.5
fin	fin-002-125	ravintolaːn	0.14	0.85	t	7	0.5	0.55
fin	fin-002-125	ravintolaːn	0.14	0.85	o	8	0.55	0.59
fin	fin-002-125	ravintolaːn	0.14	0.85	l	9	0.59	0.65
fin	fin-002-125	ravintolaːn	0.14	0.85	aː	10	0.65	0.78
fin	fin-002-125	ravintolaːn	0.14	0.85	n	11	0.78	0.85
fub	fub-000-000	wappa	0	0.76	w	1	0	0.27
fub	fub-000-000	wappa	0	0.76	a	2	0.27	0.42
fub	fub-000-000	wappa	0	0.76	p	3	0.42	0.53
fub	fub-000-000	wappa	0	0.76	p	4	0.53	0.58
fub	fub-000-000	wappa	0	0.76	a	5	0.58	0.76
fub	fub-000-001	baba	0	1.11	b	1	0	0.28
fub	fub-000-001	baba	0	1.11	a	2	0.28	0.49
fub	fub-000-001	baba	0	1.11	b	3	0.49	0.59
fub	fub-000-001	baba	0	1.11	a	4	0.59	1.11
fub	fub-000-002	laɓa	0.12	0.929977	l	2	0.12	0.27
fub	fub-000-002	laɓa	0.12	0.929977	a	3	0.27	0.35
fub	fub-000-002	laɓa	0.12	0.929977	ɓ	4	0.35	0.47
fub	fub-000-002	laɓa	0.12	0.929977	a	5	0.47	0.929977
fub	fub-000-003	lata	0.13	0.99	l	2	0.13	0.25
fub	fub-000-003	lata	0.13	0.99	a	3	0.25	0.4
fub	fub-000-003	lata	0.13	0.99	t	4	0.4	0.53
fub	fub-000-003	lata	0.13	0.99	a	5	0.53	0.99
fub	fub-000-004	dada	0	1.02	d	1	0	0.26
fub	fub-000-004	dada	0	1.02	a	2	0.26	0.44
fub	fub-000-004	dada	0	1.02	d	3	0.44	0.53
fub	fub-000-004	dada	0	1.02	a	4	0.53	1.02
fub	fub-000-005	daɗa	0	0.96	d	1	0	0.25
fub	fub-000-005	daɗa	0	0.96	a	2	0.25	0.33
fub	fub-000-005	daɗa	0	0.96	d	3	0.33	0.43
fub	fub-000-005	daɗa	0	0.96	a	4	0.43	0.96
fub	fub-000-006	hacca	0.06	0.87	h	2	0.06	0.18
fub	fub-000-006	hacca	0.06	0.87	a	3	0.18	0.23
fub	fub-000-006	hacca	0.06	0.87	c	4	0.23	0.41
fub	fub-000-006	hacca	0.06	0.87	c	5	0.41	0.45
fub	fub-000-006	hacca	0.06	0.87	a	6	0.45	0.87
fub	fub-000-007	jaɟa	0	0.8	j	1	0	0.27
fub	fub-000-007	jaɟa	0	0.8	a	2	0.27	0.47
fub	fub-000-007	jaɟa	0	0.8	ɟ	3	0.47	0.59
fub	fub-000-007	jaɟa	0	0.8	a	4	0.59	0.8
fub	fub-000-008	maʄa	0	0.75	m	1	0	0.27
fub	fub-000-008	maʄa	0	0.75	a	2	0.27	0.4
fub	fub-000-008	maʄa	0	0.75	ʄ	3	0.4	0.43
fub	fub-000-008	maʄa	0	0.75	a	4	0.43	0.75
fub	fub-000-009	jaka	0	1.02	j	1	0	0.24
fub	fub-000-009	jaka	0	1.02	a	2	0.24	0.39
fub	fub-000-009	jaka	0	1.02	k	3	0.39	0.55
fub	fub-000-009	jaka	0	1.02	a	4	0.55	1.02
fub	fub-000-010	waːɡa	0	1.05	w	1	0	0.25
fub	fub-000-010	waːɡa	0	1.05	aː	2	0.25	0.43
fub	fub-000-010	waːɡa	0	1.05	ɡ	3	0.43	0.57
fub	fub-000-010	waːɡa	0	1.05	a	4	0.57	1.05
fub	fub-000-011	kaʔa	0.12	0.65	k	2	0.12	0.2
fub	fub-000-011	kaʔa	0.12	0.65	a	3	0.2	0.23
fub	fub-000-011	kaʔa	0.12	0.65	ʔ	4	0.23	0.26
fub	fub-000-011	kaʔa	0.12	0.65	a	5	0.26	0.65
fub	fub-000-012	wama	0.11	0.55	w	2	0.11	0.29
fub	fub-000-012	wama	0.11	0.55	a	3	0.29	0.34
fub	fub-000-012	wama	0.11	0.55	m	4	0.34	0.43
fub	fub-000-012	wama	0.11	0.55	a	5	0.43	0.55
fub	fub-000-013	mana	0	0.67	m	1	0	0.31
fub	fub-000-013	mana	0	0.67	a	2	0.31	0.37
fub	fub-000-013	mana	0	0.67	n	3	0.37	0.46
fub	fub-000-013	mana	0	0.67	a	4	0.46	0.67
fub	fub-000-014	faɲa	0	0.66	f	1	0	0.18
fub	fub-000-014	faɲa	0	0.66	a	2	0.18	0.25
fub	fub-000-014	faɲa	0	0.66	ɲ	3	0.25	0.46
fub	fub-000-014	faɲa	0	0.66	a	4	0.46	0.66
fub	fub-000-015	maŋɡa	0	1.08	m	1	0	0.3
fub	fub-000-015	maŋɡa	0	1.08	a	2	0.3	0.37
fub	fub-000-015	maŋɡa	0	1.08	ŋ	3	0.37	0.54
fub	fub-000-015	maŋɡa	0	1.08	ɡ	4	0.54	0.58
fub	fub-000-015	maŋɡa	0	1.08	a	5	0.58	1.08
fub	fub-000-016	nala	0	0.69	n	1	0	0.27
fub	fub-000-016	nala	0	0.69	a	2	0.27	0.47
fub	fub-000-016	nala	0	0.69	l	3	0.47	0.55
fub	fub-000-016	nala	0	0.69	a	4	0.55	0.69
fub	fub-000-017	mara	0	0.96	m	1	0	0.29
fub	fub-000-017	mara	0	0.96	a	2	0.29	0.4
fub	fub-000-017	mara	0	0.96	r	3	0.4	0.44
fub	fub-000-017	mara	0	0.96	a	4	0.44	0.96
fub	fub-000-018	waːwa	0	0.77	w	1	0	0.29
fub	fub-000-018	waːwa	0	0.77	aː	2	0.29	0.5
fub	fub-000-018	waːwa	0	0.77	w	3	0.5	0.61
fub	fub-000-018	waːwa	0	0.77	a	4	0.61	0.77
fub	fub-000-019	lafa	0.11	0.64	l	2	0.11	0.25
fub	fub-000-019	lafa	0.11	0.64	a	3	0.25	0.32
fub	fub-000-019	lafa	0.11	0.64	f	4	0.32	0.44
fub	fub-000-019	lafa	0.11	0.64	a	5	0.44	0.64
fub	fub-000-020	nasa	0	0.71	n	1	0	0.27
fub	fub-000-020	nasa	0	0.71	a	2	0.27	0.33
fub	fub-000-020	nasa	0	0.71	s	3	0.33	0.48
fub	fub-000-020	nasa	0	0.71	a	4	0.48	0.71
fub	fub-000-021	faːja	0	0.96	f	1	0	0.18
fub	fub-000-021	faːja	0	0.96	aː	2	0.18	0.35
fub	fub-000-021	faːja	0	0.96	j	3	0.35	0.38
fub	fub-000-021	faːja	0	0.96	a	4	0.38	0.96
fub	fub-000-022	maha	0	0.55	m	1	0	0.28
fub	fub-000-022	maha	0	0.55	a	2	0.28	0.32
fub	fub-000-022	maha	0	0.55	h	3	0.32	0.44
fub	fub-000-022	maha	0	0.55	a	4	0.44	0.55
gaa	gaa-001-000	apaŋ	0	0.7	a	1	0	0.25
gaa	gaa-001-000	apaŋ	0	0.7	p	2	0.25	0.41
gaa	gaa-001-000	apaŋ	0	0.7	a	3	0.41	0.54
gaa	gaa-001-000	apaŋ	0	0.7	ŋ	4	0.54	0.7
gaa	gaa-001-001	ek͡pa	0.14	0.87	e	2	0.14	0.24
gaa	gaa-001-001	ek͡pa	0.14	0.87	k͡p	3	0.24	0.44
gaa	gaa-001-001	ek͡pa	0.14	0.87	a	4	0.44	0.87
gaa	gaa-001-002	eba	0.14	0.87	e	2	0.14	0.25
gaa	gaa-001-002	eba	0.14	0.87	b	3	0.25	0.39
gaa	gaa-001-002	eba	0.14	0.87	a	4	0.39	0.87
gaa	gaa-001-003	eɡ͡bo	0	0.71	e	1	0	0.3
gaa	gaa-001-003	eɡ͡bo	0	0.71	ɡ͡b	2	0.3	0.47
gaa	gaa-001-003	eɡ͡bo	0	0.71	o	3	0.47	0.71
gaa	gaa-001-004	ete	0	1.08	e	1	0	0.04
gaa	gaa-001-004	ete	0	1.08	t	2	0.04	0.15
gaa	gaa-001-004	ete	0	1.08	e	3	0.15	1.08
gaa	gaa-001-005	edɔ	0	0.76	e	1	0	0.44
gaa	gaa-001-005	edɔ	0	0.76	d	2	0.44	0.53
gaa	gaa-001-005	edɔ	0	0.76	ɔ	3	0.53	0.76
gaa	gaa-001-006	et̠ɕʷa	0	0.62	e	1	0	0.25
gaa	gaa-001-006	et̠ɕʷa	0	0.62	t̠	2	0.25	0.38
gaa	gaa-001-006	et̠ɕʷa	0	0.62	ɕʷ	3	0.38	0.42
gaa	gaa-001-006	et̠ɕʷa	0	0.62	a	4	0.42	0.62
gaa	gaa-001-007	et̠ɕo	0.15	0.64	e	2	0.15	0.26
gaa	gaa-001-007	et̠ɕo	0.15	0.64	t̠	3	0.26	0.4
gaa	gaa-001-007	et̠ɕo	0.15	0.64	ɕ	4	0.4	0.45
gaa	gaa-001-007	et̠ɕo	0.15	0.64	o	5	0.45	0.64
gaa	gaa-001-008	ed̠ʑʷa	0.15	0.59	e	2	0.15	0.26
gaa	gaa-001-008	ed̠ʑʷa	0.15	0.59	d̠	3	0.26	0.37
gaa	gaa-001-008	ed̠ʑʷa	0.15	0.59	ʑʷ	4	0.37	0.4
gaa	gaa-001-008	ed̠ʑʷa	0.15	0.59	a	5	0.4	0.59
gaa	gaa-001-009	ed̠ʑa	0.16	0.9	e	2	0.16	0.28
gaa	gaa-001-009	ed̠ʑa	0.16	0.9	d̠	3	0.28	0.37
gaa	gaa-001-009	ed̠ʑa	0.16	0.9	ʑ	4	0.37	0.42
gaa	gaa-001-009	ed̠ʑa	0.16	0.9	a	5	0.42	0.9
gaa	gaa-001-010	eka	0.16	0.930023	e	2	0.16	0.41
gaa	gaa-001-010	eka	0.16	0.930023	k	3	0.41	0.48
gaa	gaa-001-010	eka	0.16	0.930023	a	4	0.48	0.930023
gaa	gaa-001-011	eq̠ɔi	0.14	0.67	e	2	0.14	0.31
gaa	gaa-001-011	eq̠ɔi	0.14	0.67	q̠	3	0.31	0.39
gaa	gaa-001-011	eq̠ɔi	0.14	0.67	ɔ	4	0.39	0.5
gaa	gaa-001-011	eq̠ɔi	0.14	0.67	i	5	0.5	0.67
gaa	gaa-001-012	ema	0.15	0.5	e	2	0.15	0.23
gaa	gaa-001-012	ema	0.15	0.5	m	3	0.23	0.35
gaa	gaa-001-012	ema	0.15	0.5	a	4	0.35	0.5
gaa	gaa-001-013	eŋmo	0.15	0.69	e	2	0.15	0.31
gaa	gaa-001-013	eŋmo	0.15	0.69	ŋ	3	0.31	0.47
gaa	gaa-001-013	eŋmo	0.15	0.69	m	4	0.47	0.51
gaa	gaa-001-013	eŋmo	0.15	0.69	o	5	0.51	0.69
gaa	gaa-001-014	ena	0.16	0.62	e	2	0.16	0.32
gaa	gaa-001-014	ena	0.16	0.62	n	3	0.32	0.46
gaa	gaa-001-014	ena	0.16	0.62	a	4	0.46	0.62
gaa	gaa-001-015	eɲa	0.17	0.7	e	2	0.17	0.3
gaa	gaa-001-015	eɲa	0.17	0.7	ɲ	3	0.3	0.46
gaa	gaa-001-015	eɲa	0.17	0.7	a	4	0.46	0.7
gaa	gaa-001-016	eŋa	0.16	0.73	e	2	0.16	0.44
gaa	gaa-001-016	eŋa	0.16	0.73	ŋ	3	0.44	0.58
gaa	gaa-001-016	eŋa	0.16	0.73	a	4	0.58	0.73
gaa	gaa-001-018	eɥerela	0.28	1.23	e	2	0.28	0.48
gaa	gaa-001-018	eɥerela	0.28	1.23	ɥ	3	0.48	0.52
gaa	gaa-001-018	eɥerela	0.28	1.23	e	4	0.52	0.9
gaa	gaa-001-018	eɥerela	0.28	1.23	r	5	0.9	0.93
gaa	gaa-001-018	eɥerela	0.28	1.23	e	6	0.93	0.96
gaa	gaa-001-018	eɥerela	0.28	1.23	l	7	0.96	1.05
gaa	gaa-001-018	eɥerela	0.28	1.23	a	8	1.05	1.23
gaa	gaa-001-019	ewe	0.16	0.65	e	2	0.16	0.29
gaa	gaa-001-019	ewe	0.16	0.65	w	3	0.29	0.46
gaa	gaa-001-019	ewe	0.16	0.65	e	4	0.46	0.65
gaa	gaa-001-020	esa	0.17	0.99	e	2	0.17	0.4
gaa	gaa-001-020	esa	0.17	0.99	s	3	0.4	0.48
gaa	gaa-001-020	esa	0.17	0.99	a	4	0.48	0.99
gaa	gaa-001-021	eɕʷa	0.15	1.05	e	2	0.15	0.49
gaa	gaa-001-021	eɕʷa	0.15	1.05	ɕʷ	3	0.49	0.54
gaa	gaa-001-021	eɕʷa	0.15	1.05	a	4	0.54	1.05
gaa	gaa-001-022	eɕa	0.14	0.66	e	2	0.14	0.25
gaa	gaa-001-022	eɕa	0.14	0.66	ɕ	3	0.25	0.43
gaa	gaa-001-022	eɕa	0.14	0.66	a	4	0.43	0.66
gaa	gaa-001-023	ehã	0.14	0.58	e	2	0.14	0.25
gaa	gaa-001-023	ehã	0.14	0.58	h	3	0.25	0.46
gaa	gaa-001-023	ehã	0.14	0.58	ã	4	0.46	0.58
gaa	gaa-001-024	azii	0.12	1.14	a	2	0.12	0.26
gaa	gaa-001-024	azii	0.12	1.14	z	3	0.26	0.29
gaa	gaa-001-024	azii	0.12	1.14	i	4	0.29	0.32
gaa	gaa-001-024	azii	0.12	1.14	i	5	0.32	1.14
gaa	gaa-001-025	oja	0	0.83	o	1	0	0.37
gaa	gaa-001-025	oja	0	0.83	j	2	0.37	0.55
gaa	gaa-001-025	oja	0	0.83	a	3	0.55	0.83
gaa	gaa-001-026	ele	0.14	0.58	e	2	0.14	0.26
gaa	gaa-001-026	ele	0.14	0.58	l	3	0.26	0.38
gaa	gaa-001-026	ele	0.14	0.58	e	4	0.38	0.58
gaa	gaa-001-027	mla	0.12	0.56	m	2	0.12	0.2
gaa	gaa-001-027	mla	0.12	0.56	l	3	0.2	0.29
gaa	gaa-001-027	mla	0.12	0.56	a	4	0.29	0.56
gaa	gaa-001-028	mɹa	0.13	0.52	m	2	0.13	0.2
gaa	gaa-001-028	mɹa	0.13	0.52	ɹ	3	0.2	0.27
gaa	gaa-001-028	mɹa	0.13	0.52	a	4	0.27	0.52
gla	gla-006-000	pɔːtʲ	0.11	0.63	p	2	0.11	0.17
gla	gla-006-000	pɔːtʲ	0.11	0.63	ɔː	3	0.17	0.44
gla	gla-006-000	pɔːtʲ	0.11	0.63	tʲ	4	0.44	0.63
gla	gla-006-001	tʲoːnəx	0.11	0.8	tʲ	2	0.11	0.17
gla	gla-006-001	tʲoːnəx	0.11	0.8	oː	3	0.17	0.37
gla	gla-006-001	tʲoːnəx	0.11	0.8	n	4	0.37	0.42
gla	gla-006-001	tʲoːnəx	0.11	0.8	ə	5	0.42	0.52
gla	gla-006-001	tʲoːnəx	0.11	0.8	x	6	0.52	0.8
gla	gla-006-002	poː	0.13	0.59	p	2	0.13	0.19
gla	gla-006-002	poː	0.13	0.59	oː	3	0.19	0.59
gla	gla-006-003	fɤːləm	0.05	0.66	f	2	0.05	0.17
gla	gla-006-003	fɤːləm	0.05	0.66	ɤː	3	0.17	0.2
gla	gla-006-003	fɤːləm	0.05	0.66	l	4	0.2	0.47
gla	gla-006-003	fɤːləm	0.05	0.66	ə	5	0.47	0.51
gla	gla-006-003	fɤːləm	0.05	0.66	m	6	0.51	0.66
gla	gla-006-004	ɤːvər	0.14	0.63	ɤː	2	0.14	0.38
gla	gla-006-004	ɤːvər	0.14	0.63	v	3	0.38	0.43
gla	gla-006-004	ɤːvər	0.14	0.63	ə	4	0.43	0.54
gla	gla-006-004	ɤːvər	0.14	0.63	r	5	0.54	0.63
gla	gla-006-005	tʲuːriʃ	0.12	0.81	tʲ	2	0.12	0.18
gla	gla-006-005	tʲuːriʃ	0.12	0.81	uː	3	0.18	0.35
gla	gla-006-005	tʲuːriʃ	0.12	0.81	r	4	0.35	0.4
gla	gla-006-005	tʲuːriʃ	0.12	0.81	i	5	0.4	0.5
gla	gla-006-005	tʲuːriʃ	0.12	0.81	ʃ	6	0.5	0.81
gla	gla-006-006	puː	0.11	0.53	p	2	0.11	0.17
gla	gla-006-006	puː	0.11	0.53	uː	3	0.17	0.53
gla	gla-006-007	tʊːɳ	0.13	0.55	t	2	0.13	0.18
gla	gla-006-007	tʊːɳ	0.13	0.55	ʊ	3	0.18	0.46
gla	gla-006-007	tʊːɳ	0.13	0.55	ɲ	4	0.46	0.55
gla	gla-006-009	tɯːɲə	0.12	0.67	t	2	0.12	0.18
gla	gla-006-009	tɯːɲə	0.12	0.67	ɯː	3	0.18	0.24
gla	gla-006-009	tɯːɲə	0.12	0.67	ɲ	4	0.24	0.48
gla	gla-006-009	tɯːɲə	0.12	0.67	ə	5	0.48	0.67
gla	gla-006-010	pɯːhəðʲ	0.12	0.58	p	2	0.12	0.17
gla	gla-006-010	pɯːhəðʲ	0.12	0.58	ɯː	3	0.17	0.38
gla	gla-006-010	pɯːhəðʲ	0.12	0.58	h	4	0.38	0.42
gla	gla-006-010	pɯːhəðʲ	0.12	0.58	ə	5	0.42	0.45
gla	gla-006-010	pɯːhəðʲ	0.12	0.58	ðʲ	6	0.45	0.58
gla	gla-006-019	vĩliʃ	0.14	0.6	v	2	0.14	0.18
gla	gla-006-019	vĩliʃ	0.14	0.6	ĩ	3	0.18	0.26
gla	gla-006-019	vĩliʃ	0.14	0.6	l	4	0.26	0.33
gla	gla-006-019	vĩliʃ	0.14	0.6	i	5	0.33	0.43
gla	gla-006-019	vĩliʃ	0.14	0.6	ʃ	6	0.43	0.6
gla	gla-006-020	tʲʰɛ̃ɣə	0.13	0.65	tʲʰ	2	0.13	0.23
gla	gla-006-020	tʲʰɛ̃ɣə	0.13	0.65	ɛ̃	3	0.23	0.55
gla	gla-006-020	tʲʰɛ̃ɣə	0.13	0.65	ɣ	4	0.55	0.62
gla	gla-006-020	tʲʰɛ̃ɣə	0.13	0.65	ə	5	0.62	0.65
