lang	file	word	wstart	wend	phone	int	pstart	pend
ace	ace-000-033	leumak	0.12	0.75	k	7	0.69	0.75
ace	ace-000-034	malam	0.12	1.02	m	2	0.12	0.32
ace	ace-000-034	malam	0.12	1.02	a	3	0.32	0.5
ace	ace-000-034	malam	0.12	1.02	l	4	0.5	0.58
ace	ace-000-034	malam	0.12	1.02	a	5	0.58	0.73
ace	ace-000-034	malam	0.12	1.02	m	6	0.73	1.02
ace	ace-000-035	nan	0.12	0.71	n	2	0.12	0.25
ace	ace-000-035	nan	0.12	0.71	a	3	0.25	0.47
ace	ace-000-035	nan	0.12	0.71	n	4	0.47	0.71
ace	ace-000-036	peunan	0.12	0.83	p	2	0.12	0.16
ace	ace-000-036	peunan	0.12	0.83	e	3	0.16	0.31
ace	ace-000-036	peunan	0.12	0.83	u	4	0.31	0.37
ace	ace-000-036	peunan	0.12	0.83	n	5	0.37	0.43
ace	ace-000-036	peunan	0.12	0.83	a	6	0.43	0.59
ace	ace-000-036	peunan	0.12	0.83	n	7	0.59	0.83
ace	ace-000-037	nq̠on	0.07	0.69	n	2	0.07	0.1
ace	ace-000-037	nq̠on	0.07	0.69	q̠	3	0.1	0.15
ace	ace-000-037	nq̠on	0.07	0.69	o	4	0.15	0.48
ace	ace-000-037	nq̠on	0.07	0.69	n	5	0.48	0.69
ace	ace-000-038	beunq̠ah	0.14	0.81	b	2	0.14	0.28
ace	ace-000-038	beunq̠ah	0.14	0.81	e	3	0.28	0.45
ace	ace-000-038	beunq̠ah	0.14	0.81	u	4	0.45	0.68
ace	ace-000-038	beunq̠ah	0.14	0.81	n	5	0.68	0.72
ace	ace-000-038	beunq̠ah	0.14	0.81	q̠	6	0.72	0.75
ace	ace-000-038	beunq̠ah	0.14	0.81	a	7	0.75	0.78
ace	ace-000-038	beunq̠ah	0.14	0.81	h	8	0.78	0.81
ace	ace-000-039	bunq̠onq̠	0	0.88	b	1	0	0.19
ace	ace-000-039	bunq̠onq̠	0	0.88	u	2	0.19	0.22
ace	ace-000-039	bunq̠onq̠	0	0.88	n	3	0.22	0.25
ace	ace-000-039	bunq̠onq̠	0	0.88	q̠	4	0.25	0.28
ace	ace-000-039	bunq̠onq̠	0	0.88	o	5	0.28	0.65
ace	ace-000-039	bunq̠onq̠	0	0.88	n	6	0.65	0.85
ace	ace-000-039	bunq̠onq̠	0	0.88	q̠	7	0.85	0.88
ace	ace-000-040	wo	0	0.7	w	1	0	0.31
ace	ace-000-040	wo	0	0.7	o	2	0.31	0.7
ace	ace-000-041	tjawo	0.11	0.8	t	2	0.11	0.19
ace	ace-000-041	tjawo	0.11	0.8	j	3	0.19	0.22
ace	ace-000-041	tjawo	0.11	0.8	a	4	0.22	0.32
ace	ace-000-041	tjawo	0.11	0.8	w	5	0.32	0.44
ace	ace-000-041	tjawo	0.11	0.8	o	6	0.44	0.8
ace	ace-000-042	towow	0.15	0.69	t	2	0.15	0.2
ace	ace-000-042	towow	0.15	0.69	o	3	0.2	0.23
ace	ace-000-042	towow	0.15	0.69	w	4	0.23	0.4
ace	ace-000-042	towow	0.15	0.69	o	5	0.4	0.55
ace	ace-000-042	towow	0.15	0.69	w	6	0.55	0.69
ace	ace-000-043	rap	0.13	0.5	r	2	0.13	0.18
ace	ace-000-043	rap	0.13	0.5	a	3	0.18	0.43
ace	ace-000-043	rap	0.13	0.5	p	4	0.43	0.5
ace	ace-000-044	mirah	0.12	0.78	m	2	0.12	0.27
ace	ace-000-044	mirah	0.12	0.78	i	3	0.27	0.48
ace	ace-000-044	mirah	0.12	0.78	r	4	0.48	0.53
ace	ace-000-044	mirah	0.12	0.78	a	5	0.53	0.67
ace	ace-000-044	mirah	0.12	0.78	h	6	0.67	0.78
ace	ace-000-045	pasai	0.13	0.9	p	2	0.13	0.19
ace	ace-000-045	pasai	0.13	0.9	a	3	0.19	0.34
ace	ace-000-045	pasai	0.13	0.9	s	4	0.34	0.46
ace	ace-000-045	pasai	0.13	0.9	a	5	0.46	0.69
ace	ace-000-045	pasai	0.13	0.9	i	6	0.69	0.9
ace	ace-000-050	i	0.17	1.02	i	2	0.17	1.02
ace	ace-000-051	eq̠	0.18	0.63	e	2	0.18	0.46
ace	ace-000-051	eq̠	0.18	0.63	q̠	3	0.46	0.63
ace	ace-000-052	aneuk	0.12	1.05	a	2	0.12	0.35
ace	ace-000-052	aneuk	0.12	1.05	n	3	0.35	0.45
ace	ace-000-052	aneuk	0.12	1.05	e	4	0.45	0.57
ace	ace-000-052	aneuk	0.12	1.05	u	5	0.57	0.67
ace	ace-000-052	aneuk	0.12	1.05	k	6	0.67	1.05
ace	ace-000-053	u	0.16	0.59	u	2	0.16	0.59
ace	ace-000-061	banq̠ã	0.12	0.94	b	2	0.12	0.25
ace	ace-000-061	banq̠ã	0.12	0.94	a	3	0.25	0.84
ace	ace-000-061	banq̠ã	0.12	0.94	n	4	0.84	0.88
ace	ace-000-061	banq̠ã	0.12	0.94	q̠	5	0.88	0.91
ace	ace-000-061	banq̠ã	0.12	0.94	ã	6	0.91	0.94
ady	ady-000-001	badza	0	1.59	b	1	0	0.49
ady	ady-000-001	badza	0	1.59	a	2	0.49	0.78
ady	ady-000-001	badza	0	1.59	d	3	0.78	0.88
ady	ady-000-001	badza	0	1.59	z	4	0.88	0.99
ady	ady-000-001	badza	0	1.59	a	5	0.99	1.59
ady	ady-000-002	iədzan	0	1.01	i	1	0	0.41
ady	ady-000-002	iədzan	0	1.01	ə	2	0.41	0.45
ady	ady-000-002	iədzan	0	1.01	d	3	0.45	0.54
ady	ady-000-002	iədzan	0	1.01	z	4	0.54	0.7
ady	ady-000-002	iədzan	0	1.01	a	5	0.7	0.8
ady	ady-000-002	iədzan	0	1.01	n	6	0.8	1.01
ady	ady-000-003	badzar	0.13	1.07	b	2	0.13	0.34
ady	ady-000-003	badzar	0.13	1.07	a	3	0.34	0.5
ady	ady-000-003	badzar	0.13	1.07	d	4	0.5	0.6
ady	ady-000-003	badzar	0.13	1.07	z	5	0.6	0.71
ady	ady-000-003	badzar	0.13	1.07	a	6	0.71	0.88
ady	ady-000-003	badzar	0.13	1.07	r	7	0.88	1.07
ady	ady-000-004	bədzə	0.27	1.02	b	2	0.27	0.47
ady	ady-000-004	bədzə	0.27	1.02	ə	3	0.47	0.65
ady	ady-000-004	bədzə	0.27	1.02	d	4	0.65	0.73
ady	ady-000-004	bədzə	0.27	1.02	z	5	0.73	0.88
ady	ady-000-004	bədzə	0.27	1.02	ə	6	0.88	1.02
ady	ady-000-006	tsə	0.55	1.18	t	2	0.55	0.62
ady	ady-000-006	tsə	0.55	1.18	s	3	0.62	0.8
ady	ady-000-006	tsə	0.55	1.18	ə	4	0.8	1.18
ady	ady-000-007	tsəza	0	1.13	t	1	0	0.14
ady	ady-000-007	tsəza	0	1.13	s	2	0.14	0.36
ady	ady-000-007	tsəza	0	1.13	ə	3	0.36	0.58
ady	ady-000-007	tsəza	0	1.13	z	4	0.58	0.77
ady	ady-000-007	tsəza	0	1.13	a	5	0.77	1.13
ady	ady-000-008	tsa	0	0.67	t	1	0	0.11
ady	ady-000-008	tsa	0	0.67	s	2	0.11	0.24
ady	ady-000-008	tsa	0	0.67	a	3	0.24	0.67
ady	ady-000-009	ptsaəia	0.14	1.03	p	2	0.14	0.17
ady	ady-000-009	ptsaəia	0.14	1.03	t	3	0.17	0.32
ady	ady-000-009	ptsaəia	0.14	1.03	s	4	0.32	0.38
ady	ady-000-009	ptsaəia	0.14	1.03	a	5	0.38	0.48
ady	ady-000-009	ptsaəia	0.14	1.03	ə	6	0.48	0.78
ady	ady-000-009	ptsaəia	0.14	1.03	i	7	0.78	0.95
ady	ady-000-009	ptsaəia	0.14	1.03	a	8	0.95	1.03
ady	ady-000-011	uətsə	0.15	0.98	u	2	0.15	0.42
ady	ady-000-011	uətsə	0.15	0.98	ə	3	0.42	0.51
ady	ady-000-011	uətsə	0.15	0.98	t	4	0.51	0.6
ady	ady-000-011	uətsə	0.15	0.98	s	5	0.6	0.77
ady	ady-000-011	uətsə	0.15	0.98	ə	6	0.77	0.98
ady	ady-000-012	tsʼ	0.13	0.28	t	2	0.13	0.2
ady	ady-000-012	tsʼ	0.13	0.28	sʼ	3	0.2	0.28
ady	ady-000-013	tsʼa	0.12	0.58	t	2	0.12	0.26
ady	ady-000-013	tsʼa	0.12	0.58	sʼ	3	0.26	0.29
ady	ady-000-013	tsʼa	0.12	0.58	a	4	0.29	0.58
ady	ady-000-014	tsʼəfə	0	0.82	t	1	0	0.18
ady	ady-000-014	tsʼəfə	0	0.82	sʼ	2	0.18	0.33
ady	ady-000-014	tsʼəfə	0	0.82	ə	3	0.33	0.43
ady	ady-000-014	tsʼəfə	0	0.82	f	4	0.43	0.64
ady	ady-000-014	tsʼəfə	0	0.82	ə	5	0.64	0.82
ady	ady-000-015	tsʼəkʷʼ	0.13	0.62	t	2	0.13	0.18
ady	ady-000-015	tsʼəkʷʼ	0.13	0.62	sʼ	3	0.18	0.29
ady	ady-000-015	tsʼəkʷʼ	0.13	0.62	ə	4	0.29	0.41
ady	ady-000-015	tsʼəkʷʼ	0.13	0.62	kʷʼ	5	0.41	0.62
ady	ady-000-017	tɕatsʼə	0.13	0.89	t	2	0.13	0.17
ady	ady-000-017	tɕatsʼə	0.13	0.89	ɕ	3	0.17	0.36
ady	ady-000-017	tɕatsʼə	0.13	0.89	a	4	0.36	0.5
ady	ady-000-017	tɕatsʼə	0.13	0.89	t	5	0.5	0.6
ady	ady-000-017	tɕatsʼə	0.13	0.89	sʼ	6	0.6	0.7
ady	ady-000-017	tɕatsʼə	0.13	0.89	ə	7	0.7	0.89
ady	ady-000-018	matsʼa	0.12	0.93	m	2	0.12	0.3
ady	ady-000-018	matsʼa	0.12	0.93	a	3	0.3	0.5
ady	ady-000-018	matsʼa	0.12	0.93	t	4	0.5	0.58
ady	ady-000-018	matsʼa	0.12	0.93	sʼ	5	0.58	0.68
ady	ady-000-018	matsʼa	0.12	0.93	a	6	0.68	0.93
ady	ady-000-019	ptsʼə	0.14	0.71	p	2	0.14	0.17
ady	ady-000-019	ptsʼə	0.14	0.71	t	3	0.17	0.29
ady	ady-000-019	ptsʼə	0.14	0.71	sʼ	4	0.29	0.4
ady	ady-000-019	ptsʼə	0.14	0.71	ə	5	0.4	0.71
ady	ady-000-020	ptsʼaʃχua	0.11	1.1	p	2	0.11	0.14
ady	ady-000-020	ptsʼaʃχua	0.11	1.1	t	3	0.14	0.25
ady	ady-000-020	ptsʼaʃχua	0.11	1.1	sʼ	4	0.25	0.37
ady	ady-000-020	ptsʼaʃχua	0.11	1.1	a	5	0.37	0.55
ady	ady-000-020	ptsʼaʃχua	0.11	1.1	ʃ	6	0.55	0.72
ady	ady-000-020	ptsʼaʃχua	0.11	1.1	χ	7	0.72	0.78
ady	ady-000-020	ptsʼaʃχua	0.11	1.1	u	8	0.78	0.83
ady	ady-000-020	ptsʼaʃχua	0.11	1.1	a	9	0.83	1.1
ady	ady-000-021	ħamtsʼəj	0.11	0.91	ħ	2	0.11	0.32
ady	ady-000-021	ħamtsʼəj	0.11	0.91	a	3	0.32	0.42
ady	ady-000-021	ħamtsʼəj	0.11	0.91	m	4	0.42	0.57
ady	ady-000-021	ħamtsʼəj	0.11	0.91	t	5	0.57	0.63
ady	ady-000-021	ħamtsʼəj	0.11	0.91	sʼ	6	0.63	0.72
ady	ady-000-021	ħamtsʼəj	0.11	0.91	ə	7	0.72	0.77
ady	ady-000-021	ħamtsʼəj	0.11	0.91	j	8	0.77	0.91
ady	ady-000-022	ptsʼaʁuapɬ	0.12	0.74	p	2	0.12	0.15
ady	ady-000-022	ptsʼaʁuapɬ	0.12	0.74	t	3	0.15	0.22
ady	ady-000-022	ptsʼaʁuapɬ	0.12	0.74	sʼ	4	0.22	0.32
ady	ady-000-022	ptsʼaʁuapɬ	0.12	0.74	a	5	0.32	0.48
ady	ady-000-022	ptsʼaʁuapɬ	0.12	0.74	ʁ	6	0.48	0.51
ady	ady-000-022	ptsʼaʁuapɬ	0.12	0.74	u	7	0.51	0.54
ady	ady-000-022	ptsʼaʁuapɬ	0.12	0.74	a	8	0.54	0.64
ady	ady-000-022	ptsʼaʁuapɬ	0.12	0.74	p	9	0.64	0.7
ady	ady-000-022	ptsʼaʁuapɬ	0.12	0.74	ɬ	10	0.7	0.74
ady	ady-000-024	tsa	0.11	0.71	t	2	0.11	0.14
ady	ady-000-024	tsa	0.11	0.71	s	3	0.14	0.26
ady	ady-000-024	tsa	0.11	0.71	a	4	0.26	0.71
ady	ady-000-025	tsəʁua	0.12	0.92	t	2	0.12	0.17
ady	ady-000-025	tsəʁua	0.12	0.92	s	3	0.17	0.26
ady	ady-000-025	tsəʁua	0.12	0.92	ə	4	0.26	0.4
ady	ady-000-025	tsəʁua	0.12	0.92	ʁ	5	0.4	0.43
ady	ady-000-025	tsəʁua	0.12	0.92	u	6	0.43	0.58
ady	ady-000-025	tsəʁua	0.12	0.92	a	7	0.58	0.92
ady	ady-000-026	tsəħa	0.15	0.84	t	2	0.15	0.19
ady	ady-000-026	tsəħa	0.15	0.84	s	3	0.19	0.32
ady	ady-000-026	tsəħa	0.15	0.84	ə	4	0.32	0.44
ady	ady-000-026	tsəħa	0.15	0.84	ħ	5	0.44	0.67
ady	ady-000-026	tsəħa	0.15	0.84	a	6	0.67	0.84
ady	ady-000-027	ptsə	0.13	0.7	p	2	0.13	0.16
ady	ady-000-027	ptsə	0.13	0.7	t	3	0.16	0.3
ady	ady-000-027	ptsə	0.13	0.7	s	4	0.3	0.44
ady	ady-000-027	ptsə	0.13	0.7	ə	5	0.44	0.7
ady	ady-000-028	ptsiaəia	0.12	0.85	p	2	0.12	0.15
ady	ady-000-028	ptsiaəia	0.12	0.85	t	3	0.15	0.26
ady	ady-000-028	ptsiaəia	0.12	0.85	s	4	0.26	0.35
ady	ady-000-028	ptsiaəia	0.12	0.85	i	5	0.35	0.38
ady	ady-000-028	ptsiaəia	0.12	0.85	a	6	0.38	0.64
ady	ady-000-028	ptsiaəia	0.12	0.85	ə	7	0.64	0.67
ady	ady-000-028	ptsiaəia	0.12	0.85	i	8	0.67	0.82
ady	ady-000-028	ptsiaəia	0.12	0.85	a	9	0.82	0.85
ady	ady-000-030	tsə	0.13	0.58	t	2	0.13	0.18
ady	ady-000-030	tsə	0.13	0.58	s	3	0.18	0.39
ady	ady-000-030	tsə	0.13	0.58	ə	4	0.39	0.58
ady	ady-000-031	tsa	0.15	0.59	t	2	0.15	0.2
ady	ady-000-031	tsa	0.15	0.59	s	3	0.2	0.29
ady	ady-000-031	tsa	0.15	0.59	a	4	0.29	0.59
ady	ady-000-032	tsəza	0.11	1.04	t	2	0.11	0.15
ady	ady-000-032	tsəza	0.11	1.04	s	3	0.15	0.36
ady	ady-000-032	tsəza	0.11	1.04	ə	4	0.36	0.51
ady	ady-000-032	tsəza	0.11	1.04	z	5	0.51	0.72
ady	ady-000-032	tsəza	0.11	1.04	a	6	0.72	1.04
ady	ady-000-033	tsəʁua	0.14	0.83	t	2	0.14	0.19
ady	ady-000-033	tsəʁua	0.14	0.83	s	3	0.19	0.22
ady	ady-000-033	tsəʁua	0.14	0.83	ə	4	0.22	0.25
ady	ady-000-033	tsəʁua	0.14	0.83	ʁ	5	0.25	0.31
ady	ady-000-033	tsəʁua	0.14	0.83	u	6	0.31	0.57
ady	ady-000-033	tsəʁua	0.14	0.83	a	7	0.57	0.83
ady	ady-000-035	iadʑan	0	1.01	i	1	0	0.35
ady	ady-000-035	iadʑan	0	1.01	a	2	0.35	0.47
ady	ady-000-035	iadʑan	0	1.01	d	3	0.47	0.6
ady	ady-000-035	iadʑan	0	1.01	ʑ	4	0.6	0.68
ady	ady-000-035	iadʑan	0	1.01	a	5	0.68	0.82
ady	ady-000-035	iadʑan	0	1.01	n	6	0.82	1.01
ady	ady-000-037	bzadʑa	0	1.12	b	1	0	0.26
ady	ady-000-037	bzadʑa	0	1.12	z	2	0.26	0.41
ady	ady-000-037	bzadʑa	0	1.12	a	3	0.41	0.68
ady	ady-000-037	bzadʑa	0	1.12	d	4	0.68	0.78
ady	ady-000-037	bzadʑa	0	1.12	ʑ	5	0.78	0.88
ady	ady-000-037	bzadʑa	0	1.12	a	6	0.88	1.12
ady	ady-000-039	tɕatsʼə	0	0.87	t	1	0	0.15
ady	ady-000-039	tɕatsʼə	0	0.87	ɕ	2	0.15	0.28
ady	ady-000-039	tɕatsʼə	0	0.87	a	3	0.28	0.47
ady	ady-000-039	tɕatsʼə	0	0.87	t	4	0.47	0.59
ady	ady-000-039	tɕatsʼə	0	0.87	s'	5	0.59	0.66
ady	ady-000-039	tɕatsʼə	0	0.87	ə	6	0.66	0.87
ady	ady-000-040	tɕə	0	0.65	t	1	0	0.16
ady	ady-000-040	tɕə	0	0.65	ɕ	2	0.16	0.35
ady	ady-000-040	tɕə	0	0.65	ə	3	0.35	0.65
ady	ady-000-041	tuətɕan	0.86	2.07	t	2	0.86	0.91
ady	ady-000-041	tuətɕan	0.86	2.07	u	3	0.91	0.95
ady	ady-000-041	tuətɕan	0.86	2.07	ə	4	0.95	0.99
ady	ady-000-041	tuətɕan	0.86	2.07	t	5	0.99	1.06
ady	ady-000-041	tuətɕan	0.86	2.07	ɕ	6	1.06	1.21
ady	ady-000-041	tuətɕan	0.86	2.07	a	7	1.21	1.43
ady	ady-000-041	tuətɕan	0.86	2.07	n	8	1.43	2.07
ady	ady-000-042	tɕafə	0	0.92	t	1	0	0.14
ady	ady-000-042	tɕafə	0	0.92	ɕ	2	0.14	0.3
ady	ady-000-042	tɕafə	0	0.92	a	3	0.3	0.49
ady	ady-000-042	tɕafə	0	0.92	f	4	0.49	0.71
ady	ady-000-042	tɕafə	0	0.92	ə	5	0.71	0.92
ady	ady-000-043	tɕəɮ	0	1.230023	t	1	0	0.17
ady	ady-000-043	tɕəɮ	0	1.230023	ɕ	2	0.17	0.28
ady	ady-000-043	tɕəɮ	0	1.230023	ə	3	0.28	0.8
ady	ady-000-043	tɕəɮ	0	1.230023	ɮ	4	0.8	1.230023
ady	ady-000-044	tɕən	0	1.290023	t	1	0	0.19
ady	ady-000-044	tɕən	0	1.290023	ɕ	2	0.19	0.43
ady	ady-000-044	tɕən	0	1.290023	ə	3	0.43	0.5
ady	ady-000-044	tɕən	0	1.290023	n	4	0.5	1.290023
ady	ady-000-045	tɕʼ	0	0.28	t	1	0	0.19
ady	ady-000-045	tɕʼ	0	0.28	ɕʼ	2	0.19	0.28
ady	ady-000-046	tɕʼaɮa	0.14	0.92	t	2	0.14	0.21
ady	ady-000-046	tɕʼaɮa	0.14	0.92	ɕʼ	3	0.21	0.26
ady	ady-000-046	tɕʼaɮa	0.14	0.92	a	4	0.26	0.48
ady	ady-000-046	tɕʼaɮa	0.14	0.92	ɮ	5	0.48	0.69
ady	ady-000-046	tɕʼaɮa	0.14	0.92	a	6	0.69	0.92
ady	ady-000-047	matɕʼa	0	0.89	m	1	0	0.26
ady	ady-000-047	matɕʼa	0	0.89	a	2	0.26	0.5
ady	ady-000-047	matɕʼa	0	0.89	t	3	0.5	0.61
ady	ady-000-047	matɕʼa	0	0.89	ɕʼ	4	0.61	0.66
ady	ady-000-047	matɕʼa	0	0.89	a	5	0.66	0.89
ady	ady-000-048	uənatɕʼa	0.14	1.02	u	2	0.14	0.17
ady	ady-000-048	uənatɕʼa	0.14	1.02	ə	3	0.17	0.2
ady	ady-000-048	uənatɕʼa	0.14	1.02	n	4	0.2	0.41
ady	ady-000-048	uənatɕʼa	0.14	1.02	a	5	0.41	0.64
ady	ady-000-048	uənatɕʼa	0.14	1.02	t	6	0.64	0.7
ady	ady-000-048	uənatɕʼa	0.14	1.02	ɕʼ	7	0.7	0.78
ady	ady-000-048	uənatɕʼa	0.14	1.02	a	8	0.78	1.02
ady	ady-000-049	pʰatɕʼa	0.11	0.93	pʰ	2	0.11	0.24
ady	ady-000-049	pʰatɕʼa	0.11	0.93	a	3	0.24	0.51
ady	ady-000-049	pʰatɕʼa	0.11	0.93	t	4	0.51	0.63
ady	ady-000-049	pʰatɕʼa	0.11	0.93	ɕʼ	5	0.63	0.67
ady	ady-000-049	pʰatɕʼa	0.11	0.93	a	6	0.67	0.93
ady	ady-000-050	ħatɕʼa	0.13	1	ħ	2	0.13	0.34
ady	ady-000-050	ħatɕʼa	0.13	1	a	3	0.34	0.6
ady	ady-000-050	ħatɕʼa	0.13	1	t	4	0.6	0.68
ady	ady-000-050	ħatɕʼa	0.13	1	ɕʼ	5	0.68	0.76
ady	ady-000-050	ħatɕʼa	0.13	1	a	6	0.76	1
ady	ady-000-051	tɕʼasa	0	0.97	t	1	0	0.17
ady	ady-000-051	tɕʼasa	0	0.97	ɕʼ	2	0.17	0.26
ady	ady-000-051	tɕʼasa	0	0.97	a	3	0.26	0.49
ady	ady-000-051	tɕʼasa	0	0.97	s	4	0.49	0.73
ady	ady-000-051	tɕʼasa	0	0.97	a	5	0.73	0.97
ady	ady-000-052	natɕʼə	0.11	0.89	n	2	0.11	0.29
ady	ady-000-052	natɕʼə	0.11	0.89	a	3	0.29	0.5
ady	ady-000-052	natɕʼə	0.11	0.89	t	4	0.5	0.58
ady	ady-000-052	natɕʼə	0.11	0.89	ɕʼ	5	0.58	0.69
ady	ady-000-052	natɕʼə	0.11	0.89	ə	6	0.69	0.89
ady	ady-000-053	tɕ	0.14	0.29	t	2	0.14	0.21
ady	ady-000-053	tɕ	0.14	0.29	ɕ	3	0.21	0.29
ady	ady-000-054	tɕaɕə	0	0.87	t	1	0	0.17
ady	ady-000-054	tɕaɕə	0	0.87	ɕ	2	0.17	0.25
ady	ady-000-054	tɕaɕə	0	0.87	a	3	0.25	0.43
ady	ady-000-054	tɕaɕə	0	0.87	ɕ	4	0.43	0.66
ady	ady-000-054	tɕaɕə	0	0.87	ə	5	0.66	0.87
ady	ady-000-055	tɕamə	0.13	0.8	t	2	0.13	0.18
ady	ady-000-055	tɕamə	0.13	0.8	ɕ	3	0.18	0.25
ady	ady-000-055	tɕamə	0.13	0.8	a	4	0.25	0.44
ady	ady-000-055	tɕamə	0.13	0.8	m	5	0.44	0.62
ady	ady-000-055	tɕamə	0.13	0.8	ə	6	0.62	0.8
ady	ady-000-056	tɕatə	0	0.86	t	1	0	0.16
ady	ady-000-056	tɕatə	0	0.86	ɕ	2	0.16	0.27
ady	ady-000-056	tɕatə	0	0.86	a	3	0.27	0.45
ady	ady-000-056	tɕatə	0	0.86	t	4	0.45	0.66
ady	ady-000-056	tɕatə	0	0.86	ə	5	0.66	0.86
ady	ady-000-057	tuətɕan	0.15	1.11	t	2	0.15	0.2
ady	ady-000-057	tuətɕan	0.15	1.11	u	3	0.2	0.23
ady	ady-000-057	tuətɕan	0.15	1.11	ə	4	0.23	0.3
ady	ady-000-057	tuətɕan	0.15	1.11	t	5	0.3	0.37
ady	ady-000-057	tuətɕan	0.15	1.11	ɕ	6	0.37	0.48
ady	ady-000-057	tuətɕan	0.15	1.11	a	7	0.48	0.65
ady	ady-000-057	tuətɕan	0.15	1.11	n	8	0.65	1.11
ady	ady-000-058	tɕatəw	0	0.74	t	1	0	0.24
ady	ady-000-058	tɕatəw	0	0.74	ɕ	2	0.24	0.33
ady	ady-000-058	tɕatəw	0	0.74	a	3	0.33	0.44
ady	ady-000-058	tɕatəw	0	0.74	t	4	0.44	0.62
ady	ady-000-058	tɕatəw	0	0.74	ə	5	0.62	0.66
ady	ady-000-058	tɕatəw	0	0.74	w	6	0.66	0.74
ady	ady-000-061	ɬaɡʷandʑa	2.14	3	ɬ	2	2.14	2.17
ady	ady-000-061	ɬaɡʷandʑa	2.14	3	a	3	2.17	2.23
ady	ady-000-061	ɬaɡʷandʑa	2.14	3	ɡʷ	4	2.23	2.41
ady	ady-000-061	ɬaɡʷandʑa	2.14	3	a	5	2.41	2.6
ady	ady-000-061	ɬaɡʷandʑa	2.14	3	n	6	2.6	2.7
ady	ady-000-061	ɬaɡʷandʑa	2.14	3	d	7	2.7	2.72
ady	ady-000-061	ɬaɡʷandʑa	2.14	3	ʑ	8	2.72	2.79
ady	ady-000-061	ɬaɡʷandʑa	2.14	3	a	9	2.79	3
ady	ady-000-062	iabadʑəʁ	0.25	1.11	i	2	0.25	0.43
ady	ady-000-062	iabadʑəʁ	0.25	1.11	a	3	0.43	0.49
ady	ady-000-062	iabadʑəʁ	0.25	1.11	b	4	0.49	0.62
ady	ady-000-062	iabadʑəʁ	0.25	1.11	a	5	0.62	0.76
ady	ady-000-062	iabadʑəʁ	0.25	1.11	d	6	0.76	0.86
ady	ady-000-062	iabadʑəʁ	0.25	1.11	ʑ	7	0.86	0.96
ady	ady-000-062	iabadʑəʁ	0.25	1.11	ə	8	0.96	1.08
ady	ady-000-062	iabadʑəʁ	0.25	1.11	ʁ	9	1.08	1.11
ady	ady-000-063	ɬaɡʷandʑa	0.52	1.26	ɬ	2	0.52	0.55
ady	ady-000-063	ɬaɡʷandʑa	0.52	1.26	a	3	0.55	0.58
ady	ady-000-063	ɬaɡʷandʑa	0.52	1.26	ɡʷ	4	0.58	0.74
ady	ady-000-063	ɬaɡʷandʑa	0.52	1.26	a	5	0.74	0.91
ady	ady-000-063	ɬaɡʷandʑa	0.52	1.26	n	6	0.91	1
ady	ady-000-063	ɬaɡʷandʑa	0.52	1.26	d	7	1	1.02
ady	ady-000-063	ɬaɡʷandʑa	0.52	1.26	ʑ	8	1.02	1.09
ady	ady-000-063	ɬaɡʷandʑa	0.52	1.26	a	9	1.09	1.26
ady	ady-000-064	iabadʑəʁ	0.13	0.94	i	2	0.13	0.3
ady	ady-000-064	iabadʑəʁ	0.13	0.94	a	3	0.3	0.35
ady	ady-000-064	iabadʑəʁ	0.13	0.94	b	4	0.35	0.48
ady	ady-000-064	iabadʑəʁ	0.13	0.94	a	5	0.48	0.59
ady	ady-000-064	iabadʑəʁ	0.13	0.94	d	6	0.59	0.68
ady	ady-000-064	iabadʑəʁ	0.13	0.94	ʑ	7	0.68	0.71
ady	ady-000-064	iabadʑəʁ	0.13	0.94	ə	8	0.71	0.91
ady	ady-000-064	iabadʑəʁ	0.13	0.94	ʁ	9	0.91	0.94
ady	ady-000-066	aqʰəɮənt͡ʃa	0	1.19	a	1	0	0.36
ady	ady-000-066	aqʰəɮənt͡ʃa	0	1.19	qʰ	2	0.36	0.41
ady	ady-000-066	aqʰəɮənt͡ʃa	0	1.19	ə	3	0.41	0.44
ady	ady-000-066	aqʰəɮənt͡ʃa	0	1.19	ɮ	4	0.44	0.47
ady	ady-000-066	aqʰəɮənt͡ʃa	0	1.19	ə	5	0.47	0.5
ady	ady-000-066	aqʰəɮənt͡ʃa	0	1.19	n	6	0.5	0.8
ady	ady-000-066	aqʰəɮənt͡ʃa	0	1.19	t͡ʃ	7	0.8	0.98
ady	ady-000-066	aqʰəɮənt͡ʃa	0	1.19	a	8	0.98	1.19
ady	ady-000-067	t͡ʃəɣə	0.15	0.91	tt͡ʃ	2	0.15	0.3
ady	ady-000-067	t͡ʃəɣə	0.15	0.91	ə	3	0.3	0.47
ady	ady-000-067	t͡ʃəɣə	0.15	0.91	ɣ	4	0.47	0.67
ady	ady-000-067	t͡ʃəɣə	0.15	0.91	ə	5	0.67	0.91
ady	ady-000-068	t͡ʃəian	0.12	0.99	t͡ʃ	2	0.12	0.31
ady	ady-000-068	t͡ʃəian	0.12	0.99	ə	3	0.31	0.36
ady	ady-000-068	t͡ʃəian	0.12	0.99	i	4	0.36	0.66
ady	ady-000-068	t͡ʃəian	0.12	0.99	a	5	0.66	0.77
ady	ady-000-068	t͡ʃəian	0.12	0.99	n	6	0.77	0.99
ady	ady-000-069	at͡ʃa	0.13	0.91	a	2	0.13	0.43
